- Starting heuristic -
TSP  Iteration:       0   7289
---- Iteration:       0   7289
---- Iteration:     500   7289
---- Iteration:    1000   7289
---- Iteration:    1500   7289
---- Iteration:    2000   7289
---- Iteration:    2500   7289
---- Iteration:    3000   7289
---- Iteration:    3500   7289
---- Iteration:    4000   7289
---- Iteration:    4500   7289
---- Iteration:       0   7289
---- Iteration:     500   7289
---- Iteration:    1000   7289
---- Iteration:    1500   7289
---- Iteration:    2000   7289
---- Iteration:    2500   7289
---- Iteration:    3000   7289
---- Iteration:    3500   7289
---- Iteration:    4000   7289
---- Iteration:    4500   7289
Feasible solution found

