- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:      25   6126
TSP  Iteration:      34   5804
TSP  Iteration:      41   5755
TSP  Iteration:      52   5703
---- Iteration:     500   5703
---- Iteration:    1000   5703
---- Iteration:    1500   5703
---- Iteration:    2000   5703
---- Iteration:    2500   5703
---- Iteration:    3000   5703
---- Iteration:    3500   5703
---- Iteration:    4000   5703
---- Iteration:    4500   5703
TSP  Iteration:       0   5573
---- Iteration:       0   5573
TSP  Iteration:     355   5029
TSP  Iteration:     382   4945
---- Iteration:     500   4945
---- Iteration:    1000   4945
---- Iteration:    1500   4945
---- Iteration:    2000   4945
---- Iteration:    2500   4945
---- Iteration:    3000   4945
---- Iteration:    3500   4945
---- Iteration:    4000   4945
---- Iteration:    4500   4945
Feasible solution found

