- Starting heuristic -
TSP  Iteration:       0   6657
---- Iteration:       0   6657
TSP  Iteration:      25   6481
TSP  Iteration:      34   6067
TSP  Iteration:      41   6014
TSP  Iteration:     175   6007
TSP  Iteration:     311   5933
---- Iteration:     500   5933
---- Iteration:    1000   5933
TSP  Iteration:    1330   5870
TSP  Iteration:    1338   5750
---- Iteration:    1500   5750
---- Iteration:    2000   5750
---- Iteration:    2500   5750
---- Iteration:    3000   5750
---- Iteration:    3500   5750
---- Iteration:    4000   5750
---- Iteration:    4500   5750
---- Iteration:       0   5750
TSP  Iteration:      49   5686
TSP  Iteration:      99   5658
TSP  Iteration:     161   5655
TSP  Iteration:     168   5562
TSP  Iteration:     271   5522
TSP  Iteration:     355   5480
TSP  Iteration:     382   5378
---- Iteration:     500   5378
TSP  Iteration:     751   5351
TSP  Iteration:     930   5311
---- Iteration:    1000   5311
---- Iteration:    1500   5311
TSP  Iteration:    1622   5290
---- Iteration:    2000   5290
TSP  Iteration:    2306   5192
TSP  Iteration:    2319   5152
---- Iteration:    2500   5152
---- Iteration:    3000   5152
---- Iteration:    3500   5152
---- Iteration:    4000   5152
---- Iteration:    4500   5152
Feasible solution found

