- Starting heuristic -
TSP  Iteration:       0   5839
---- Iteration:       0   5839
TSP  Iteration:      25   5753
TSP  Iteration:      34   5492
TSP  Iteration:      41   5461
TSP  Iteration:      52   5409
TSP  Iteration:     175   5305
---- Iteration:     500   5305
---- Iteration:    1000   5305
TSP  Iteration:    1330   5260
TSP  Iteration:    1338   5220
---- Iteration:    1500   5220
---- Iteration:    2000   5220
---- Iteration:    2500   5220
---- Iteration:    3000   5220
---- Iteration:    3500   5220
---- Iteration:    4000   5220
---- Iteration:    4500   5220
TSP  Iteration:       0   4709
---- Iteration:       0   4709
TSP  Iteration:      49   4499
TSP  Iteration:      99   4438
---- Iteration:     500   4438
TSP  Iteration:     751   4421
TSP  Iteration:     930   4396
---- Iteration:    1000   4396
---- Iteration:    1500   4396
TSP  Iteration:    1622   4372
---- Iteration:    2000   4372
TSP  Iteration:    2319   4356
---- Iteration:    2500   4356
---- Iteration:    3000   4356
---- Iteration:    3500   4356
---- Iteration:    4000   4356
---- Iteration:    4500   4356
Feasible solution found

