- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:      25   5753
TSP  Iteration:      34   5492
TSP  Iteration:     217   5334
TSP  Iteration:     311   5332
---- Iteration:     500   5332
---- Iteration:    1000   5332
TSP  Iteration:    1330   5260
---- Iteration:    1500   5260
---- Iteration:    2000   5260
---- Iteration:    2500   5260
---- Iteration:    3000   5260
---- Iteration:    3500   5260
---- Iteration:    4000   5260
---- Iteration:    4500   5260
---- Iteration:       0   5260
---- Iteration:     500   5260
TSP  Iteration:     751   4421
TSP  Iteration:     930   4396
---- Iteration:    1000   4396
---- Iteration:    1500   4396
---- Iteration:    2000   4396
---- Iteration:    2500   4396
---- Iteration:    3000   4396
---- Iteration:    3500   4396
---- Iteration:    4000   4396
---- Iteration:    4500   4396
Feasible solution found

