- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:       1   2115
TSP  Iteration:       8   2060
TSP  Iteration:      20   2042
---- Iteration:     500   2042
---- Iteration:    1000   2042
---- Iteration:    1500   2042
---- Iteration:    2000   2042
---- Iteration:    2500   2042
---- Iteration:    3000   2042
---- Iteration:    3500   2042
---- Iteration:    4000   2042
---- Iteration:    4500   2042
---- Iteration:       0   2042
---- Iteration:     500   2042
---- Iteration:    1000   2042
---- Iteration:    1500   2042
---- Iteration:    2000   2042
---- Iteration:    2500   2042
---- Iteration:    3000   2042
---- Iteration:    3500   2042
---- Iteration:    4000   2042
---- Iteration:    4500   2042
Feasible solution found

