- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:       3   8106
TSP  Iteration:       4   7932
TSP  Iteration:      22   7725
TSP  Iteration:      48   7389
TSP  Iteration:      75   7304
TSP  Iteration:     163   7250
---- Iteration:     500   7250
TSP  Iteration:     532   7152
TSP  Iteration:     792   7131
---- Iteration:    1000   7131
TSP  Iteration:    1105   7095
TSP  Iteration:    1246   7068
TSP  Iteration:    1481   6981
---- Iteration:    1500   6981
TSP  Iteration:    1629   6975
TSP  Iteration:    1693   6936
---- Iteration:    2000   6936
TSP  Iteration:    2041   6819
---- Iteration:    2500   6819
---- Iteration:    3000   6819
---- Iteration:    3500   6819
---- Iteration:    4000   6819
TSP  Iteration:    4343   6742
---- Iteration:    4500   6742
---- Iteration:       0   6742
---- Iteration:     500   6742
TSP  Iteration:     501   6687
---- Iteration:    1000   6687
TSP  Iteration:    1235   6669
---- Iteration:    1500   6669
---- Iteration:    2000   6669
TSP  Iteration:    2076   6585
---- Iteration:    2500   6585
TSP  Iteration:    2552   6569
---- Iteration:    3000   6569
---- Iteration:    3500   6569
---- Iteration:    4000   6569
---- Iteration:    4500   6569
Feasible solution found

