- Starting heuristic -
TSP  Iteration:       0  14523
---- Iteration:       0  14523
TSP  Iteration:       3  12908
TSP  Iteration:       4  12539
TSP  Iteration:      22  12229
TSP  Iteration:      48  11630
TSP  Iteration:      75  11485
TSP  Iteration:     163  11395
---- Iteration:     500  11395
TSP  Iteration:     532  11185
TSP  Iteration:     792  11157
---- Iteration:    1000  11157
TSP  Iteration:    1105  11057
TSP  Iteration:    1246  11021
TSP  Iteration:    1481  10938
---- Iteration:    1500  10938
TSP  Iteration:    1693  10913
---- Iteration:    2000  10913
---- Iteration:    2500  10913
---- Iteration:    3000  10913
---- Iteration:    3500  10913
---- Iteration:    4000  10913
---- Iteration:    4500  10913
---- Iteration:       0  10913
---- Iteration:     500  10913
---- Iteration:    1000  10913
---- Iteration:    1500  10913
---- Iteration:    2000  10913
---- Iteration:    2500  10913
TSP  Iteration:    2552  10738
---- Iteration:    3000  10738
---- Iteration:    3500  10738
---- Iteration:    4000  10738
---- Iteration:    4500  10738
Feasible solution found

