- Starting heuristic -
TSP  Iteration:       0   7927
---- Iteration:       0   7927
TSP  Iteration:      48   6509
TSP  Iteration:      75   6461
TSP  Iteration:     163   6443
---- Iteration:     500   6443
TSP  Iteration:     532   6317
TSP  Iteration:     792   6258
---- Iteration:    1000   6258
TSP  Iteration:    1246   6081
---- Iteration:    1500   6081
---- Iteration:    2000   6081
TSP  Iteration:    2041   6012
---- Iteration:    2500   6012
---- Iteration:    3000   6012
---- Iteration:    3500   6012
---- Iteration:    4000   6012
---- Iteration:    4500   6012
---- Iteration:       0   6012
TSP  Iteration:     200   5899
TSP  Iteration:     232   5875
TSP  Iteration:     498   5870
---- Iteration:     500   5870
TSP  Iteration:     501   5836
---- Iteration:    1000   5836
---- Iteration:    1500   5836
---- Iteration:    2000   5836
---- Iteration:    2500   5836
---- Iteration:    3000   5836
---- Iteration:    3500   5836
---- Iteration:    4000   5836
---- Iteration:    4500   5836
Feasible solution found

