- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:      48   6764
TSP  Iteration:      75   6701
TSP  Iteration:     163   6623
---- Iteration:     500   6623
TSP  Iteration:     532   6539
TSP  Iteration:     792   6528
---- Iteration:    1000   6528
TSP  Iteration:    1105   6435
TSP  Iteration:    1481   6407
---- Iteration:    1500   6407
TSP  Iteration:    1629   6331
TSP  Iteration:    1693   6305
---- Iteration:    2000   6305
---- Iteration:    2500   6305
---- Iteration:    3000   6305
---- Iteration:    3500   6305
---- Iteration:    4000   6305
TSP  Iteration:    4343   6234
---- Iteration:    4500   6234
---- Iteration:       0   6234
---- Iteration:     500   6234
---- Iteration:    1000   6234
---- Iteration:    1500   6234
---- Iteration:    2000   6234
---- Iteration:    2500   6234
TSP  Iteration:    2552   6194
---- Iteration:    3000   6194
---- Iteration:    3500   6194
---- Iteration:    4000   6194
---- Iteration:    4500   6194
Feasible solution found

