- Starting heuristic -
TSP  Iteration:       0   7927
---- Iteration:       0   7927
TSP  Iteration:       3   7083
TSP  Iteration:       4   6884
TSP  Iteration:      22   6837
TSP  Iteration:      48   6509
TSP  Iteration:      75   6461
TSP  Iteration:     163   6443
---- Iteration:     500   6443
TSP  Iteration:     532   6317
TSP  Iteration:     792   6258
---- Iteration:    1000   6258
TSP  Iteration:    1105   6031
---- Iteration:    1500   6031
---- Iteration:    2000   6031
TSP  Iteration:    2041   6012
---- Iteration:    2500   6012
---- Iteration:    3000   6012
---- Iteration:    3500   6012
---- Iteration:    4000   6012
TSP  Iteration:    4343   5955
---- Iteration:    4500   5955
---- Iteration:       0   5955
TSP  Iteration:      48   5921
TSP  Iteration:     200   5899
TSP  Iteration:     232   5875
TSP  Iteration:     498   5870
---- Iteration:     500   5870
TSP  Iteration:     501   5836
---- Iteration:    1000   5836
TSP  Iteration:    1235   5816
---- Iteration:    1500   5816
---- Iteration:    2000   5816
---- Iteration:    2500   5816
---- Iteration:    3000   5816
---- Iteration:    3500   5816
---- Iteration:    4000   5816
---- Iteration:    4500   5816
Feasible solution found

