- Starting heuristic -
---- Iteration:       0 INFEAS
---- Iteration:     500 INFEAS
---- Iteration:    1000 INFEAS
---- Iteration:    1500 INFEAS
---- Iteration:    2000 INFEAS
---- Iteration:    2500 INFEAS
---- Iteration:    3000 INFEAS
---- Iteration:    3500 INFEAS
---- Iteration:    4000 INFEAS
---- Iteration:    4500 INFEAS
---- Iteration:       0 INFEAS
TSP  Iteration:     256   9285
TSP  Iteration:     292   9243
TSP  Iteration:     498   9093
---- Iteration:     500   9093
TSP  Iteration:     501   9059
---- Iteration:    1000   9059
TSP  Iteration:    1235   9047
---- Iteration:    1500   9047
---- Iteration:    2000   9047
---- Iteration:    2500   9047
---- Iteration:    3000   9047
---- Iteration:    3500   9047
---- Iteration:    4000   9047
---- Iteration:    4500   9047
Feasible solution found

