- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:      22  10688
TSP  Iteration:      48  10335
TSP  Iteration:     163  10241
---- Iteration:     500  10241
TSP  Iteration:     532  10185
---- Iteration:    1000  10185
TSP  Iteration:    1105  10103
TSP  Iteration:    1246  10085
TSP  Iteration:    1481  10070
---- Iteration:    1500  10070
TSP  Iteration:    1629  10048
---- Iteration:    2000  10048
---- Iteration:    2500  10048
---- Iteration:    3000  10048
---- Iteration:    3500  10048
---- Iteration:    4000  10048
---- Iteration:    4500  10048
---- Iteration:       0  10048
---- Iteration:     500  10048
---- Iteration:    1000  10048
---- Iteration:    1500  10048
---- Iteration:    2000  10048
TSP  Iteration:    2076   9977
---- Iteration:    2500   9977
TSP  Iteration:    2552   9914
---- Iteration:    3000   9914
---- Iteration:    3500   9914
---- Iteration:    4000   9914
---- Iteration:    4500   9914
Feasible solution found

