- Starting heuristic -
TSP  Iteration:       0 141214
---- Iteration:       0 141214
---- Iteration:     500 141214
---- Iteration:    1000 141214
---- Iteration:    1500 141214
---- Iteration:    2000 141214
---- Iteration:    2500 141214
---- Iteration:    3000 141214
---- Iteration:    3500 141214
---- Iteration:    4000 141214
---- Iteration:    4500 141214
---- Iteration:       0 141214
---- Iteration:     500 141214
---- Iteration:    1000 141214
---- Iteration:    1500 141214
---- Iteration:    2000 141214
---- Iteration:    2500 141214
---- Iteration:    3000 141214
---- Iteration:    3500 141214
---- Iteration:    4000 141214
---- Iteration:    4500 141214
Feasible solution found

