- Starting heuristic -
TSP  Iteration:       0 141214
---- Iteration:       0 141214
TSP  Iteration:      25 135772
TSP  Iteration:      34 133396
TSP  Iteration:     475 133065
---- Iteration:     500 133065
---- Iteration:    1000 133065
---- Iteration:    1500 133065
---- Iteration:    2000 133065
---- Iteration:    2500 133065
---- Iteration:    3000 133065
---- Iteration:    3500 133065
---- Iteration:    4000 133065
---- Iteration:    4500 133065
---- Iteration:       0 133065
TSP  Iteration:      31 131871
TSP  Iteration:      41 131259
TSP  Iteration:      98 129602
TSP  Iteration:     135 126714
---- Iteration:     500 126714
---- Iteration:    1000 126714
---- Iteration:    1500 126714
---- Iteration:    2000 126714
---- Iteration:    2500 126714
---- Iteration:    3000 126714
---- Iteration:    3500 126714
---- Iteration:    4000 126714
---- Iteration:    4500 126714
Feasible solution found

