- Starting heuristic -
TSP  Iteration:       0  10378
---- Iteration:       0  10378
TSP  Iteration:       1  10179
---- Iteration:     500  10179
---- Iteration:    1000  10179
---- Iteration:    1500  10179
---- Iteration:    2000  10179
---- Iteration:    2500  10179
---- Iteration:    3000  10179
---- Iteration:    3500  10179
---- Iteration:    4000  10179
---- Iteration:    4500  10179
---- Iteration:       0  10179
---- Iteration:     500  10179
---- Iteration:    1000  10179
---- Iteration:    1500  10179
---- Iteration:    2000  10179
---- Iteration:    2500  10179
---- Iteration:    3000  10179
---- Iteration:    3500  10179
---- Iteration:    4000  10179
---- Iteration:    4500  10179
Feasible solution found

