- Starting heuristic -
TSP  Iteration:       0   5654
---- Iteration:       0   5654
TSP  Iteration:       5   4988
TSP  Iteration:       6   4931
TSP  Iteration:      73   4880
TSP  Iteration:      74   4272
TSP  Iteration:      76   4141
TSP  Iteration:      86   3954
TSP  Iteration:      87   3915
---- Iteration:     500   3915
---- Iteration:    1000   3915
---- Iteration:    1500   3915
---- Iteration:    2000   3915
---- Iteration:    2500   3915
---- Iteration:    3000   3915
---- Iteration:    3500   3915
---- Iteration:    4000   3915
---- Iteration:    4500   3915
---- Iteration:       0   3915
---- Iteration:     500   3915
---- Iteration:    1000   3915
---- Iteration:    1500   3915
---- Iteration:    2000   3915
---- Iteration:    2500   3915
---- Iteration:    3000   3915
---- Iteration:    3500   3915
---- Iteration:    4000   3915
---- Iteration:    4500   3915
Feasible solution found

