- Starting heuristic -
TSP  Iteration:       0   6847
---- Iteration:       0   6847
TSP  Iteration:       1   6670
TSP  Iteration:       5   6535
TSP  Iteration:       6   6273
TSP  Iteration:       7   6272
TSP  Iteration:      13   6132
TSP  Iteration:      63   6030
TSP  Iteration:      73   5853
TSP  Iteration:      74   5471
TSP  Iteration:      76   5347
TSP  Iteration:      86   5179
TSP  Iteration:      87   5049
TSP  Iteration:      99   5043
TSP  Iteration:     106   4866
TSP  Iteration:     239   4772
---- Iteration:     500   4772
---- Iteration:    1000   4772
---- Iteration:    1500   4772
---- Iteration:    2000   4772
TSP  Iteration:    2469   4729
---- Iteration:    2500   4729
---- Iteration:    3000   4729
---- Iteration:    3500   4729
---- Iteration:    4000   4729
---- Iteration:    4500   4729
---- Iteration:       0   4729
---- Iteration:     500   4729
---- Iteration:    1000   4729
---- Iteration:    1500   4729
---- Iteration:    2000   4729
---- Iteration:    2500   4729
---- Iteration:    3000   4729
---- Iteration:    3500   4729
---- Iteration:    4000   4729
---- Iteration:    4500   4729
Feasible solution found

