- Starting heuristic -
TSP  Iteration:       0  11416
---- Iteration:       0  11416
TSP  Iteration:       1  11121
TSP  Iteration:       5  10904
TSP  Iteration:       6  10443
TSP  Iteration:       7  10380
TSP  Iteration:      13  10086
TSP  Iteration:      73   9708
TSP  Iteration:      74   9169
TSP  Iteration:      76   8989
TSP  Iteration:      86   8642
TSP  Iteration:      87   8448
TSP  Iteration:     106   8195
TSP  Iteration:     163   8191
TSP  Iteration:     191   8173
TSP  Iteration:     239   8035
---- Iteration:     500   8035
---- Iteration:    1000   8035
---- Iteration:    1500   8035
---- Iteration:    2000   8035
TSP  Iteration:    2469   7949
---- Iteration:    2500   7949
---- Iteration:    3000   7949
---- Iteration:    3500   7949
---- Iteration:    4000   7949
---- Iteration:    4500   7949
---- Iteration:       0   7949
---- Iteration:     500   7949
---- Iteration:    1000   7949
---- Iteration:    1500   7949
---- Iteration:    2000   7949
---- Iteration:    2500   7949
---- Iteration:    3000   7949
---- Iteration:    3500   7949
---- Iteration:    4000   7949
---- Iteration:    4500   7949
Feasible solution found

