- Starting heuristic -
TSP  Iteration:       0   5654
---- Iteration:       0   5654
TSP  Iteration:       5   4988
TSP  Iteration:       6   4931
---- Iteration:     500   4931
---- Iteration:    1000   4931
---- Iteration:    1500   4931
---- Iteration:    2000   4931
---- Iteration:    2500   4931
---- Iteration:    3000   4931
---- Iteration:    3500   4931
---- Iteration:    4000   4931
---- Iteration:    4500   4931
---- Iteration:       0   4931
TSP  Iteration:     102   4435
TSP  Iteration:     120   4387
---- Iteration:     500   4387
---- Iteration:    1000   4387
---- Iteration:    1500   4387
---- Iteration:    2000   4387
---- Iteration:    2500   4387
---- Iteration:    3000   4387
---- Iteration:    3500   4387
---- Iteration:    4000   4387
---- Iteration:    4500   4387
Feasible solution found

