- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:       1  10969
TSP  Iteration:       7  10100
TSP  Iteration:      21   9800
TSP  Iteration:      63   9520
TSP  Iteration:      73   9277
---- Iteration:     500   9277
---- Iteration:    1000   9277
---- Iteration:    1500   9277
---- Iteration:    2000   9277
---- Iteration:    2500   9277
---- Iteration:    3000   9277
---- Iteration:    3500   9277
---- Iteration:    4000   9277
---- Iteration:    4500   9277
TSP  Iteration:       0   9049
---- Iteration:       0   9049
TSP  Iteration:      51   8922
TSP  Iteration:      64   8861
TSP  Iteration:     102   8640
TSP  Iteration:     120   8590
---- Iteration:     500   8590
---- Iteration:    1000   8590
---- Iteration:    1500   8590
---- Iteration:    2000   8590
---- Iteration:    2500   8590
---- Iteration:    3000   8590
---- Iteration:    3500   8590
---- Iteration:    4000   8590
---- Iteration:    4500   8590
Feasible solution found

