- Starting heuristic -
TSP  Iteration:       0  11416
---- Iteration:       0  11416
TSP  Iteration:       1  11121
TSP  Iteration:       5  10904
TSP  Iteration:       6  10443
TSP  Iteration:       7  10380
TSP  Iteration:     191   8173
---- Iteration:     500   8173
---- Iteration:    1000   8173
---- Iteration:    1500   8173
---- Iteration:    2000   8173
---- Iteration:    2500   8173
---- Iteration:    3000   8173
---- Iteration:    3500   8173
---- Iteration:    4000   8173
---- Iteration:    4500   8173
---- Iteration:       0   8173
---- Iteration:     500   8173
---- Iteration:    1000   8173
---- Iteration:    1500   8173
---- Iteration:    2000   8173
---- Iteration:    2500   8173
---- Iteration:    3000   8173
---- Iteration:    3500   8173
---- Iteration:    4000   8173
---- Iteration:    4500   8173
Feasible solution found

