- Starting heuristic -
TSP  Iteration:       0  25407
---- Iteration:       0  25407
TSP  Iteration:       4  24933
TSP  Iteration:       6  24827
TSP  Iteration:      11  24773
TSP  Iteration:      32  24260
TSP  Iteration:      53  24212
TSP  Iteration:      97  24187
TSP  Iteration:      98  24181
TSP  Iteration:     119  23789
TSP  Iteration:     484  23726
---- Iteration:     500  23726
TSP  Iteration:     514  22886
---- Iteration:       0  22886
TSP  Iteration:      33  22610
TSP  Iteration:      56  22575
TSP  Iteration:      67  22357
TSP  Iteration:      71  21515
TSP  Iteration:      75  21118
TSP  Iteration:     179  21086
TSP  Iteration:     214  20927
TSP  Iteration:     250  20313
TSP  Iteration:     255  20176
TSP  Iteration:     330  20016
---- Iteration:     500  20016
Feasible solution found

