- Starting heuristic -
TSP  Iteration:       0  28899
---- Iteration:       0  28899
TSP  Iteration:       4  28597
TSP  Iteration:       6  28417
TSP  Iteration:      10  27986
TSP  Iteration:      11  27889
TSP  Iteration:      32  26811
TSP  Iteration:      53  26729
TSP  Iteration:     119  26232
TSP  Iteration:     166  26217
TSP  Iteration:     185  26210
TSP  Iteration:     255  26207
TSP  Iteration:     394  26186
TSP  Iteration:     399  25873
TSP  Iteration:     403  25751
TSP  Iteration:     422  25743
TSP  Iteration:     484  25711
---- Iteration:     500  25711
TSP  Iteration:     514  25657
TSP  Iteration:     540  25564
TSP  Iteration:     597  25558
TSP  Iteration:     606  25514
TSP  Iteration:     609  25319
TSP  Iteration:     636  25315
---- Iteration:       0  25315
TSP  Iteration:      71  25194
TSP  Iteration:      75  24735
TSP  Iteration:     179  24733
TSP  Iteration:     214  24725
TSP  Iteration:     250  24530
TSP  Iteration:     255  24368
TSP  Iteration:     330  23835
TSP  Iteration:     380  23782
---- Iteration:     500  23782
Feasible solution found

