- Starting heuristic -
TSP  Iteration:       0  49452
---- Iteration:       0  49452
TSP  Iteration:       4  48949
TSP  Iteration:       6  48492
TSP  Iteration:      10  47918
TSP  Iteration:      11  47359
TSP  Iteration:      32  45747
TSP  Iteration:      53  45451
TSP  Iteration:      97  45217
TSP  Iteration:      98  45159
TSP  Iteration:     119  44444
TSP  Iteration:     166  44428
TSP  Iteration:     403  44261
TSP  Iteration:     422  44250
TSP  Iteration:     484  44156
---- Iteration:     500  44156
TSP  Iteration:     514  43712
TSP  Iteration:     540  43566
TSP  Iteration:     597  43553
TSP  Iteration:     606  43510
TSP  Iteration:     609  43186
---- Iteration:       0  43186
TSP  Iteration:      67  42977
TSP  Iteration:      71  41423
TSP  Iteration:      75  40597
TSP  Iteration:     250  40495
TSP  Iteration:     255  40320
TSP  Iteration:     330  39420
TSP  Iteration:     380  39328
---- Iteration:     500  39328
Feasible solution found

