- Starting heuristic -
TSP  Iteration:       0  27741
---- Iteration:       0  27741
TSP  Iteration:       4  27365
TSP  Iteration:       6  27189
TSP  Iteration:      10  26578
TSP  Iteration:      11  26472
TSP  Iteration:      32  25714
TSP  Iteration:      53  25554
TSP  Iteration:      97  25528
TSP  Iteration:     119  25053
TSP  Iteration:     166  25050
TSP  Iteration:     185  25043
TSP  Iteration:     255  25034
TSP  Iteration:     484  25006
---- Iteration:     500  25006
TSP  Iteration:     514  24416
TSP  Iteration:     609  24320
TSP  Iteration:     636  24228
---- Iteration:       0  24228
TSP  Iteration:      71  23385
TSP  Iteration:      75  22899
TSP  Iteration:     214  22875
TSP  Iteration:     250  22508
TSP  Iteration:     255  22376
TSP  Iteration:     330  21800
---- Iteration:     500  21800
Feasible solution found

