- Starting heuristic -
TSP  Iteration:       0   6235
---- Iteration:       0   6235
TSP  Iteration:       1   6132
TSP  Iteration:       4   6058
TSP  Iteration:       6   6008
TSP  Iteration:      28   5989
---- Iteration:     500   5989
---- Iteration:    1000   5989
---- Iteration:    1500   5989
---- Iteration:    2000   5989
---- Iteration:    2500   5989
---- Iteration:    3000   5989
---- Iteration:    3500   5989
---- Iteration:    4000   5989
---- Iteration:    4500   5989
---- Iteration:       0   5989
---- Iteration:     500   5989
---- Iteration:    1000   5989
---- Iteration:    1500   5989
---- Iteration:    2000   5989
---- Iteration:    2500   5989
---- Iteration:    3000   5989
---- Iteration:    3500   5989
---- Iteration:    4000   5989
---- Iteration:    4500   5989
Feasible solution found

