- Starting heuristic -
TSP  Iteration:       0   5630
---- Iteration:       0   5630
TSP  Iteration:       1   5528
TSP  Iteration:       4   5400
TSP  Iteration:      28   5352
---- Iteration:     500   5352
---- Iteration:    1000   5352
---- Iteration:    1500   5352
---- Iteration:    2000   5352
---- Iteration:    2500   5352
---- Iteration:    3000   5352
---- Iteration:    3500   5352
---- Iteration:    4000   5352
---- Iteration:    4500   5352
TSP  Iteration:       0   5264
---- Iteration:       0   5264
---- Iteration:     500   5264
---- Iteration:    1000   5264
---- Iteration:    1500   5264
---- Iteration:    2000   5264
---- Iteration:    2500   5264
---- Iteration:    3000   5264
---- Iteration:    3500   5264
---- Iteration:    4000   5264
---- Iteration:    4500   5264
Feasible solution found

