- Starting heuristic -
TSP  Iteration:       0 129228
---- Iteration:       0 129228
TSP  Iteration:       4 128582
TSP  Iteration:       6 126731
TSP  Iteration:      16 125580
TSP  Iteration:      45 125268
TSP  Iteration:      56 124890
TSP  Iteration:     106 124400
TSP  Iteration:     126 123624
TSP  Iteration:     156 121439
TSP  Iteration:     212 121266
TSP  Iteration:     238 121015
TSP  Iteration:     261 120284
TSP  Iteration:     266 119269
TSP  Iteration:     267 118721
TSP  Iteration:     281 118459
TSP  Iteration:     282 117971
TSP  Iteration:     311 117691
TSP  Iteration:     426 117024
TSP  Iteration:     432 116994
TSP  Iteration:     488 116869
---- Iteration:     500 116869
TSP  Iteration:     554 116683
TSP  Iteration:     705 116399
TSP  Iteration:     928 116279
---- Iteration:    1000 116279
TSP  Iteration:    1027 116179
TSP  Iteration:    1074 115991
TSP  Iteration:    1106 115827
TSP  Iteration:    1199 114952
TSP  Iteration:    1233 114229
TSP  Iteration:    1326 113875
TSP  Iteration:    1429 113815
TSP  Iteration:    1431 113425
---- Iteration:    1500 113425
TSP  Iteration:    1621 112992
TSP  Iteration:    1666 112185
TSP  Iteration:    1668 111861
---- Iteration:    2000 111861
---- Iteration:    2500 111861
---- Iteration:    3000 111861
---- Iteration:    3500 111861
---- Iteration:    4000 111861
---- Iteration:    4500 111861
---- Iteration:       0 111861
---- Iteration:     500 111861
---- Iteration:    1000 111861
---- Iteration:    1500 111861
---- Iteration:    2000 111861
TSP  Iteration:    2274 111103
---- Iteration:    2500 111103
TSP  Iteration:    2657 110625
TSP  Iteration:    2701 110341
---- Iteration:    3000 110341
---- Iteration:    3500 110341
TSP  Iteration:    3678 110009
TSP  Iteration:    3698 109667
---- Iteration:    4000 109667
---- Iteration:    4500 109667
Feasible solution found

