- Starting heuristic -
TSP  Iteration:       0 140735
---- Iteration:       0 140735
---- Iteration:     500 140735
---- Iteration:    1000 140735
---- Iteration:    1500 140735
---- Iteration:    2000 140735
---- Iteration:    2500 140735
---- Iteration:    3000 140735
---- Iteration:    3500 140735
---- Iteration:    4000 140735
---- Iteration:    4500 140735
---- Iteration:       0 140735
---- Iteration:     500 140735
---- Iteration:    1000 140735
---- Iteration:    1500 140735
---- Iteration:    2000 140735
---- Iteration:    2500 140735
---- Iteration:    3000 140735
---- Iteration:    3500 140735
---- Iteration:    4000 140735
---- Iteration:    4500 140735
Feasible solution found

