- Starting heuristic -
TSP  Iteration:       0 185328
---- Iteration:       0 185328
TSP  Iteration:       4 184562
TSP  Iteration:       6 183195
TSP  Iteration:     156 178007
TSP  Iteration:     238 177545
TSP  Iteration:     261 177067
TSP  Iteration:     266 175478
TSP  Iteration:     267 174642
TSP  Iteration:     432 174278
TSP  Iteration:     488 173925
---- Iteration:     500 173925
TSP  Iteration:     554 173051
TSP  Iteration:     705 172388
TSP  Iteration:     928 171760
---- Iteration:    1000 171760
TSP  Iteration:    1027 171606
TSP  Iteration:    1074 171400
TSP  Iteration:    1106 171276
TSP  Iteration:    1199 170914
TSP  Iteration:    1233 170302
TSP  Iteration:    1326 169631
TSP  Iteration:    1429 169312
TSP  Iteration:    1431 168818
---- Iteration:    1500 168818
TSP  Iteration:    1621 167800
TSP  Iteration:    1666 166604
TSP  Iteration:    1668 165609
---- Iteration:    2000 165609
---- Iteration:    2500 165609
---- Iteration:    3000 165609
---- Iteration:    3500 165609
---- Iteration:    4000 165609
---- Iteration:    4500 165609
---- Iteration:       0 165609
---- Iteration:     500 165609
---- Iteration:    1000 165609
---- Iteration:    1500 165609
---- Iteration:    2000 165609
---- Iteration:    2500 165609
TSP  Iteration:    2701 164971
---- Iteration:    3000 164971
---- Iteration:    3500 164971
TSP  Iteration:    3678 164547
TSP  Iteration:    3698 163529
---- Iteration:    4000 163529
---- Iteration:    4500 163529
Feasible solution found

