- Starting heuristic -
TSP  Iteration:       0 219275
---- Iteration:       0 219275
TSP  Iteration:       4 218804
TSP  Iteration:       6 217380
TSP  Iteration:       7 217238
TSP  Iteration:      11 216375
TSP  Iteration:      16 214334
TSP  Iteration:      30 214125
TSP  Iteration:      39 213968
TSP  Iteration:      45 213768
TSP  Iteration:      56 212956
TSP  Iteration:     106 212802
TSP  Iteration:     110 212061
TSP  Iteration:     126 209987
TSP  Iteration:     156 208484
TSP  Iteration:     212 208459
TSP  Iteration:     238 207935
TSP  Iteration:     261 207296
TSP  Iteration:     266 205535
TSP  Iteration:     267 204697
TSP  Iteration:     268 204267
TSP  Iteration:     281 203317
TSP  Iteration:     282 202657
TSP  Iteration:     426 201883
TSP  Iteration:     488 201787
---- Iteration:     500 201787
TSP  Iteration:     554 200781
TSP  Iteration:     705 200732
TSP  Iteration:     928 200458
---- Iteration:    1000 200458
TSP  Iteration:    1027 199432
TSP  Iteration:    1074 199321
TSP  Iteration:    1106 198900
TSP  Iteration:    1199 197245
TSP  Iteration:    1233 196030
TSP  Iteration:    1326 195614
TSP  Iteration:    1429 194747
TSP  Iteration:    1431 193457
---- Iteration:    1500 193457
TSP  Iteration:    1621 192548
TSP  Iteration:    1666 192021
TSP  Iteration:    1668 191152
---- Iteration:    2000 191152
---- Iteration:    2500 191152
---- Iteration:    3000 191152
---- Iteration:    3500 191152
---- Iteration:    4000 191152
---- Iteration:    4500 191152
---- Iteration:       0 191152
---- Iteration:     500 191152
---- Iteration:    1000 191152
---- Iteration:    1500 191152
---- Iteration:    2000 191152
---- Iteration:    2500 191152
---- Iteration:    3000 191152
---- Iteration:    3500 191152
TSP  Iteration:    3678 190716
TSP  Iteration:    3698 190299
---- Iteration:    4000 190299
---- Iteration:    4500 190299
Feasible solution found

