- Starting heuristic -
TSP  Iteration:       0   6491
---- Iteration:       0   6491
TSP  Iteration:      68   6412
TSP  Iteration:     184   5957
TSP  Iteration:     226   5931
TSP  Iteration:     248   5903
TSP  Iteration:     298   5763
---- Iteration:     500   5763
TSP  Iteration:     554   5719
TSP  Iteration:     971   5687
---- Iteration:    1000   5687
---- Iteration:    1500   5687
TSP  Iteration:    1616   5683
TSP  Iteration:    1704   5651
TSP  Iteration:    1846   5481
---- Iteration:    2000   5481
TSP  Iteration:    2128   5448
---- Iteration:    2500   5448
---- Iteration:    3000   5448
---- Iteration:    3500   5448
---- Iteration:    4000   5448
---- Iteration:    4500   5448
---- Iteration:       0   5448
---- Iteration:     500   5448
TSP  Iteration:     634   5436
---- Iteration:    1000   5436
TSP  Iteration:    1063   5357
TSP  Iteration:    1325   5276
TSP  Iteration:    1345   5227
TSP  Iteration:    1444   5201
---- Iteration:    1500   5201
TSP  Iteration:    1561   5095
---- Iteration:    2000   5095
---- Iteration:    2500   5095
---- Iteration:    3000   5095
---- Iteration:    3500   5095
---- Iteration:    4000   5095
---- Iteration:    4500   5095
Feasible solution found

