- Starting heuristic -
TSP  Iteration:       0  10842
---- Iteration:       0  10842
TSP  Iteration:      68  10634
TSP  Iteration:     184   9878
TSP  Iteration:     226   9830
TSP  Iteration:     248   9802
TSP  Iteration:     298   9589
---- Iteration:     500   9589
TSP  Iteration:     554   9583
TSP  Iteration:     971   9532
---- Iteration:    1000   9532
---- Iteration:    1500   9532
TSP  Iteration:    1704   9400
TSP  Iteration:    1846   9212
---- Iteration:    2000   9212
TSP  Iteration:    2128   9123
---- Iteration:    2500   9123
---- Iteration:    3000   9123
---- Iteration:    3500   9123
---- Iteration:    4000   9123
---- Iteration:    4500   9123
---- Iteration:       0   9123
---- Iteration:     500   9123
TSP  Iteration:     634   9025
---- Iteration:    1000   9025
TSP  Iteration:    1063   8945
TSP  Iteration:    1325   8777
TSP  Iteration:    1345   8735
TSP  Iteration:    1444   8708
---- Iteration:    1500   8708
TSP  Iteration:    1561   8583
---- Iteration:    2000   8583
---- Iteration:    2500   8583
---- Iteration:    3000   8583
---- Iteration:    3500   8583
---- Iteration:    4000   8583
---- Iteration:    4500   8583
Feasible solution found

