- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:     248   5903
TSP  Iteration:     298   5763
---- Iteration:     500   5763
TSP  Iteration:     554   5719
TSP  Iteration:     971   5687
---- Iteration:    1000   5687
---- Iteration:    1500   5687
---- Iteration:    2000   5687
---- Iteration:    2500   5687
---- Iteration:    3000   5687
---- Iteration:    3500   5687
---- Iteration:    4000   5687
---- Iteration:    4500   5687
---- Iteration:       0   5687
TSP  Iteration:     352   5674
---- Iteration:     500   5674
TSP  Iteration:     634   5436
---- Iteration:    1000   5436
TSP  Iteration:    1063   5357
TSP  Iteration:    1325   5276
TSP  Iteration:    1345   5227
TSP  Iteration:    1444   5201
---- Iteration:    1500   5201
TSP  Iteration:    1561   5095
---- Iteration:    2000   5095
---- Iteration:    2500   5095
---- Iteration:    3000   5095
---- Iteration:    3500   5095
---- Iteration:    4000   5095
---- Iteration:    4500   5095
Feasible solution found

