- Starting heuristic -
TSP  Iteration:       0   9934
---- Iteration:       0   9934
TSP  Iteration:      21   9580
TSP  Iteration:      68   9546
TSP  Iteration:      75   9450
TSP  Iteration:      86   9404
TSP  Iteration:     117   9247
TSP  Iteration:     298   9019
---- Iteration:     500   9019
TSP  Iteration:     554   8911
TSP  Iteration:     971   8890
---- Iteration:    1000   8890
---- Iteration:    1500   8890
TSP  Iteration:    1616   8717
TSP  Iteration:    1846   8557
---- Iteration:    2000   8557
TSP  Iteration:    2128   8402
---- Iteration:    2500   8402
---- Iteration:    3000   8402
---- Iteration:    3500   8402
---- Iteration:    4000   8402
---- Iteration:    4500   8402
---- Iteration:       0   8402
---- Iteration:     500   8402
---- Iteration:    1000   8402
TSP  Iteration:    1063   8231
TSP  Iteration:    1345   8177
TSP  Iteration:    1444   8150
---- Iteration:    1500   8150
TSP  Iteration:    1561   8084
---- Iteration:    2000   8084
---- Iteration:    2500   8084
---- Iteration:    3000   8084
---- Iteration:    3500   8084
---- Iteration:    4000   8084
---- Iteration:    4500   8084
Feasible solution found

