- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:       3   8106
TSP  Iteration:       4   7932
TSP  Iteration:      22   7725
TSP  Iteration:      48   7389
TSP  Iteration:      75   7304
TSP  Iteration:     163   7250
---- Iteration:     500   7250
TSP  Iteration:     532   7152
TSP  Iteration:     792   7131
---- Iteration:       0   7131
TSP  Iteration:     348   7065
---- Iteration:     500   7065
TSP  Iteration:     540   6996
TSP  Iteration:     541   6950
TSP  Iteration:     862   6910
Feasible solution found

