- Starting heuristic -
TSP  Iteration:       0 219275
---- Iteration:       0 219275
TSP  Iteration:       4 218804
TSP  Iteration:       6 217380
TSP  Iteration:       7 217238
TSP  Iteration:      11 216375
TSP  Iteration:      16 214334
TSP  Iteration:      30 214125
TSP  Iteration:      39 213968
TSP  Iteration:      45 213768
TSP  Iteration:      56 212956
TSP  Iteration:     106 212802
TSP  Iteration:     110 212061
TSP  Iteration:     126 209987
TSP  Iteration:     156 208484
TSP  Iteration:     212 208459
TSP  Iteration:     238 207935
TSP  Iteration:     261 207296
TSP  Iteration:     266 205535
TSP  Iteration:     267 204697
TSP  Iteration:     268 204267
TSP  Iteration:     281 203317
TSP  Iteration:     282 202657
TSP  Iteration:     426 201883
TSP  Iteration:     488 201787
---- Iteration:     500 201787
TSP  Iteration:     554 200781
TSP  Iteration:       0 198963
---- Iteration:       0 198963
TSP  Iteration:     152 198415
TSP  Iteration:     162 197482
TSP  Iteration:     433 197457
TSP  Iteration:     451 197304
TSP  Iteration:     463 196584
---- Iteration:     500 196584
TSP  Iteration:     501 195913
TSP  Iteration:     555 195362
Feasible solution found

