- Starting heuristic -
TSP  Iteration:       0   5421
---- Iteration:       0   5421
TSP  Iteration:      89   5155
---- Iteration:     500   5155
---- Iteration:    1000   5155
---- Iteration:    1500   5155
---- Iteration:    2000   5155
---- Iteration:    2500   5155
---- Iteration:    3000   5155
---- Iteration:    3500   5155
---- Iteration:    4000   5155
---- Iteration:    4500   5155
---- Iteration:       0   5155
---- Iteration:     500   5155
---- Iteration:    1000   5155
---- Iteration:    1500   5155
---- Iteration:    2000   5155
---- Iteration:    2500   5155
---- Iteration:    3000   5155
---- Iteration:    3500   5155
---- Iteration:    4000   5155
---- Iteration:    4500   5155
Feasible solution found

