- Starting heuristic -
TSP  Iteration:       0 129228
---- Iteration:       0 129228
TSP  Iteration:       4 128582
TSP  Iteration:       6 126731
TSP  Iteration:      16 125580
TSP  Iteration:      45 125268
TSP  Iteration:      56 124890
TSP  Iteration:     106 124400
TSP  Iteration:     126 123624
TSP  Iteration:     156 121439
TSP  Iteration:     212 121266
TSP  Iteration:     238 121015
TSP  Iteration:     261 120284
TSP  Iteration:     266 119269
TSP  Iteration:     267 118721
TSP  Iteration:     281 118459
TSP  Iteration:     282 117971
TSP  Iteration:     311 117691
TSP  Iteration:     426 117024
TSP  Iteration:     432 116994
TSP  Iteration:     488 116869
---- Iteration:     500 116869
TSP  Iteration:     554 116683
TSP  Iteration:       0 114273
---- Iteration:       0 114273
TSP  Iteration:     152 114044
TSP  Iteration:     162 113341
TSP  Iteration:     433 113168
TSP  Iteration:     463 112799
---- Iteration:     500 112799
TSP  Iteration:     501 112326
TSP  Iteration:     555 112130
Feasible solution found

