- Starting heuristic -
TSP  Iteration:       0 185328
---- Iteration:       0 185328
TSP  Iteration:       4 184562
TSP  Iteration:       6 183195
TSP  Iteration:     156 178007
TSP  Iteration:     238 177545
TSP  Iteration:     261 177067
TSP  Iteration:     266 175478
TSP  Iteration:     267 174642
TSP  Iteration:     432 174278
TSP  Iteration:     488 173925
---- Iteration:     500 173925
TSP  Iteration:     554 173051
TSP  Iteration:       0 170052
---- Iteration:       0 170052
TSP  Iteration:     152 169993
TSP  Iteration:     162 169129
---- Iteration:     500 169129
TSP  Iteration:     555 168438
Feasible solution found

