- Starting heuristic -
TSP  Iteration:       0 219275
---- Iteration:       0 219275
TSP  Iteration:       4 218804
TSP  Iteration:       6 217380
TSP  Iteration:       7 217238
TSP  Iteration:      11 216375
TSP  Iteration:      16 214334
TSP  Iteration:      30 214125
TSP  Iteration:      39 213968
TSP  Iteration:      45 213768
TSP  Iteration:      56 212956
TSP  Iteration:     106 212802
TSP  Iteration:     110 212061
TSP  Iteration:     126 209987
TSP  Iteration:     156 208484
TSP  Iteration:     212 208459
TSP  Iteration:     238 207935
TSP  Iteration:     261 207296
TSP  Iteration:     266 205535
TSP  Iteration:     267 204697
TSP  Iteration:     268 204267
TSP  Iteration:     281 203317
TSP  Iteration:     282 202657
TSP  Iteration:     426 201883
TSP  Iteration:     488 201787
---- Iteration:     500 201787
TSP  Iteration:     554 200781
TSP  Iteration:     705 200732
TSP  Iteration:     928 200458
TSP  Iteration:       0 198963
---- Iteration:       0 198963
TSP  Iteration:      58 198415
TSP  Iteration:     101 197482
TSP  Iteration:     126 196098
TSP  Iteration:     132 196073
TSP  Iteration:     206 194831
TSP  Iteration:     278 194238
TSP  Iteration:     336 194206
TSP  Iteration:     436 193798
---- Iteration:     500 193798
TSP  Iteration:     601 192417
TSP  Iteration:     654 192127
TSP  Iteration:     697 191776
TSP  Iteration:     759 191751
TSP  Iteration:     851 190778
TSP  Iteration:     866 189694
TSP  Iteration:     871 189581
TSP  Iteration:     935 189138
Feasible solution found

