- Starting heuristic -
TSP  Iteration:       0 129228
---- Iteration:       0 129228
TSP  Iteration:       4 128582
TSP  Iteration:       6 126731
TSP  Iteration:      16 125580
TSP  Iteration:      45 125268
TSP  Iteration:      56 124890
TSP  Iteration:     106 124400
TSP  Iteration:     126 123624
TSP  Iteration:     156 121439
TSP  Iteration:     212 121266
TSP  Iteration:     238 121015
TSP  Iteration:     261 120284
TSP  Iteration:     266 119269
TSP  Iteration:     267 118721
TSP  Iteration:     281 118459
TSP  Iteration:     282 117971
TSP  Iteration:     311 117691
TSP  Iteration:     426 117024
TSP  Iteration:     432 116994
TSP  Iteration:     488 116869
---- Iteration:     500 116869
TSP  Iteration:     554 116683
TSP  Iteration:     705 116399
TSP  Iteration:     928 116279
TSP  Iteration:       0 114273
---- Iteration:       0 114273
TSP  Iteration:      58 114044
TSP  Iteration:     101 113341
TSP  Iteration:     126 112253
TSP  Iteration:     132 112080
TSP  Iteration:     206 111287
TSP  Iteration:     278 111198
TSP  Iteration:     336 110469
---- Iteration:     500 110469
TSP  Iteration:     601 110118
TSP  Iteration:     697 110008
TSP  Iteration:     759 109835
TSP  Iteration:     851 109123
TSP  Iteration:     866 108278
TSP  Iteration:     871 108108
TSP  Iteration:     935 107462
Feasible solution found

