- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:     110 109734
TSP  Iteration:     126 108288
TSP  Iteration:     389 105248
---- Iteration:     500 105248
TSP  Iteration:     705 104229
TSP  Iteration:     928 103548
---- Iteration:       0 103548
TSP  Iteration:     206 103492
TSP  Iteration:     278 102720
---- Iteration:     500 102720
TSP  Iteration:     601 102338
TSP  Iteration:     697 102221
TSP  Iteration:     758 102118
TSP  Iteration:     759 101745
TSP  Iteration:     851 101010
TSP  Iteration:     866  99553
TSP  Iteration:     935  98891
Feasible solution found

