- Starting heuristic -
TSP  Iteration:       0 115124
---- Iteration:       0 115124
TSP  Iteration:       4 114848
TSP  Iteration:       6 113328
TSP  Iteration:       7 111802
TSP  Iteration:      16 111029
TSP  Iteration:      30 110438
TSP  Iteration:      45 109741
TSP  Iteration:     106 109650
TSP  Iteration:     126 108288
TSP  Iteration:     156 107227
TSP  Iteration:     212 106981
TSP  Iteration:     267 105762
TSP  Iteration:     282 105375
TSP  Iteration:     389 105248
TSP  Iteration:     426 105101
TSP  Iteration:     432 104655
TSP  Iteration:     488 104621
---- Iteration:     500 104621
TSP  Iteration:     554 104397
TSP  Iteration:     705 104229
TSP  Iteration:     928 103548
---- Iteration:       0 103548
TSP  Iteration:     206 103492
TSP  Iteration:     278 102720
---- Iteration:     500 102720
TSP  Iteration:     601 102338
TSP  Iteration:     697 102221
TSP  Iteration:     758 102118
TSP  Iteration:     759 101745
TSP  Iteration:     851 101010
TSP  Iteration:     866  99553
TSP  Iteration:     935  98891
Feasible solution found

