- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:       4  27365
TSP  Iteration:       6  27189
TSP  Iteration:      10  26578
TSP  Iteration:      11  26472
TSP  Iteration:      32  25714
TSP  Iteration:      53  25554
TSP  Iteration:      97  25528
TSP  Iteration:     119  25053
TSP  Iteration:     166  25050
TSP  Iteration:     185  25043
TSP  Iteration:     255  25034
TSP  Iteration:     484  25006
---- Iteration:     500  25006
TSP  Iteration:     514  24416
TSP  Iteration:     609  24320
TSP  Iteration:     636  24228
TSP  Iteration:     976  24209
---- Iteration:    1000  24209
TSP  Iteration:    1017  24008
TSP  Iteration:    1188  23971
TSP  Iteration:    1230  23909
---- Iteration:    1500  23909
---- Iteration:    2000  23909
---- Iteration:    2500  23909
---- Iteration:    3000  23909
---- Iteration:    3500  23909
---- Iteration:    4000  23909
---- Iteration:    4500  23909
---- Iteration:       0  23909
---- Iteration:     500  23909
TSP  Iteration:     547  23588
TSP  Iteration:     567  23487
TSP  Iteration:     761  23196
TSP  Iteration:     812  21997
TSP  Iteration:     920  21992
TSP  Iteration:     955  21800
TSP  Iteration:     971  21546
---- Iteration:    1000  21546
---- Iteration:    1500  21546
TSP  Iteration:    1776  21368
TSP  Iteration:    1868  21205
---- Iteration:    2000  21205
---- Iteration:    2500  21205
---- Iteration:    3000  21205
---- Iteration:    3500  21205
TSP  Iteration:    3516  20926
---- Iteration:    4000  20926
---- Iteration:    4500  20926
Feasible solution found

