- Starting heuristic -
---- Iteration:       0 INFEAS
---- Iteration:     500 INFEAS
---- Iteration:    1000 INFEAS
---- Iteration:    1500 INFEAS
---- Iteration:    2000 INFEAS
---- Iteration:    2500 INFEAS
---- Iteration:    3000 INFEAS
---- Iteration:    3500 INFEAS
---- Iteration:    4000 INFEAS
---- Iteration:    4500 INFEAS
TSP  Iteration:       0  36186
---- Iteration:       0  36186
TSP  Iteration:       1  35713
---- Iteration:     500  35713
TSP  Iteration:     812  31943
TSP  Iteration:     940  31540
TSP  Iteration:     955  31421
TSP  Iteration:     971  31189
---- Iteration:    1000  31189
TSP  Iteration:    1020  30911
---- Iteration:    1500  30911
---- Iteration:    2000  30911
---- Iteration:    2500  30911
---- Iteration:    3000  30911
---- Iteration:    3500  30911
TSP  Iteration:    3516  30864
---- Iteration:    4000  30864
---- Iteration:    4500  30864
Feasible solution found

