- Starting heuristic -
TSP  Iteration:       0   1116
---- Iteration:       0   1116
TSP  Iteration:       1   1113
TSP  Iteration:      10   1093
TSP  Iteration:      15   1034
TSP  Iteration:      66   1032
---- Iteration:     500   1032
---- Iteration:    1000   1032
---- Iteration:    1500   1032
---- Iteration:    2000   1032
---- Iteration:    2500   1032
---- Iteration:    3000   1032
---- Iteration:    3500   1032
---- Iteration:    4000   1032
---- Iteration:    4500   1032
---- Iteration:       0   1032
---- Iteration:     500   1032
---- Iteration:    1000   1032
---- Iteration:    1500   1032
---- Iteration:    2000   1032
---- Iteration:    2500   1032
---- Iteration:    3000   1032
---- Iteration:    3500   1032
---- Iteration:    4000   1032
---- Iteration:    4500   1032
Feasible solution found

