ftv64_p3_f50_lH     	  309	 1699	    3	   64	  109	   4501.0	   4490.0	CTSP_1         	H CTSP1        	   77.6240	  5600.000	  2016.000	    1	
ftv64_p3_f50_lL     	  154	 1699	    3	   64	  109	   4511.0	   4511.0	CTSP_1         	H CTSP1        	   80.7680	  5739.000	  2004.000	    1	
ftv64_p3_f50_lM     	  231	 1699	    3	   64	  109	   4501.0	   4490.0	CTSP_1         	H CTSP1        	   81.5670	  5739.000	  2004.000	    1	
ftv64_p3_f70_lH     	  350	 1925	    3	   64	  135	   4968.0	   4968.0	CTSP_1         	H CTSP1        	   80.2850	  6065.000	  2093.000	    1	
ftv64_p3_f70_lL     	  175	 1925	    3	   64	  135	   4988.0	   4988.0	CTSP_1         	H CTSP1        	   78.9180	  6165.000	  2150.000	    1	
ftv64_p3_f70_lM     	  262	 1925	    3	   64	  135	   4977.0	   4971.0	CTSP_1         	H CTSP1        	   76.9440	  6065.000	  2093.000	    1	
ftv64_p3_f90_lH     	  363	 1996	    3	   64	  179	   5375.0	   5375.0	CTSP_1         	H CTSP1        	   77.1170	  6517.000	  2213.000	    1	
ftv64_p3_f90_lL     	  181	 1996	    3	   64	  179	   5394.0	   5375.0	CTSP_1         	H CTSP1        	   76.1160	  6517.000	  2213.000	    1	
ftv64_p3_f90_lM     	  272	 1996	    3	   64	  179	   5375.0	   5375.0	CTSP_1         	H CTSP1        	   80.8660	  6517.000	  2213.000	    1	
ftv64_p5_f50_lH     	  313	 1723	    5	   64	  174	   7588.0	   7436.0	CTSP_1         	H CTSP1        	   77.2460	  9187.000	  2024.000	    1	
ftv64_p5_f50_lL     	  156	 1723	    5	   64	  174	   7651.0	   7436.0	CTSP_1         	H CTSP1        	   76.3370	  9328.000	  1984.000	    1	
ftv64_p5_f50_lM     	  235	 1723	    5	   64	  174	   7588.0	   7436.0	CTSP_1         	H CTSP1        	   79.2390	  9190.000	  2008.000	    1	
ftv64_p5_f70_lH     	  338	 1860	    5	   64	  240	   8408.0	   8408.0	CTSP_1         	H CTSP1        	   75.2650	 10095.000	  2082.000	    1	
ftv64_p5_f70_lL     	  169	 1860	    5	   64	  240	   8417.0	   8417.0	CTSP_1         	H CTSP1        	   61.8860	 10095.000	  2082.000	    1	
ftv64_p5_f70_lM     	  253	 1860	    5	   64	  240	   8411.0	   8411.0	CTSP_1         	H CTSP1        	   60.9900	 10095.000	  2082.000	    1	
ftv64_p5_f90_lH     	  367	 2022	    5	   64	  300	   8956.0	   8936.0	CTSP_1         	H CTSP1        	   61.1450	 10916.000	  2213.000	    1	
ftv64_p5_f90_lL     	  183	 2022	    5	   64	  300	   8956.0	   8936.0	CTSP_1         	H CTSP1        	   61.2490	 10916.000	  2213.000	    1	
ftv64_p5_f90_lM     	  275	 2022	    5	   64	  300	   8956.0	   8936.0	CTSP_1         	H CTSP1        	   61.5950	 10916.000	  2213.000	    1	
ft70_p3_f50_lH      	 4736	26050	    3	   69	  113	  69405.0	  69274.0	CTSP_1         	H CTSP1        	   77.7420	 78031.000	 26066.000	    1	
ft70_p3_f50_lL      	 2368	26050	    3	   69	  113	  70695.0	  70695.0	CTSP_1         	H CTSP1        	   76.6910	 78170.000	 26196.000	    1	
ft70_p3_f50_lM      	 3552	26050	    3	   69	  113	  70271.0	  70271.0	CTSP_1         	H CTSP1        	   76.5630	 78031.000	 26066.000	    1	
ft70_p3_f70_lH      	 6144	33796	    3	   69	  152	  92383.0	  92383.0	CTSP_1         	H CTSP1        	   77.4170	 98891.000	 33842.000	    1	
ft70_p3_f70_lL      	 3072	33796	    3	   69	  152	  94085.0	  92383.0	CTSP_1         	H CTSP1        	   76.6250	 98891.000	 33842.000	    1	
ft70_p3_f70_lM      	 4608	33796	    3	   69	  152	  92383.0	  92383.0	CTSP_1         	H CTSP1        	   76.8000	 98891.000	 33842.000	    1	
ft70_p3_f90_lH      	 6983	38407	    3	   69	  179	 102314.0	 102314.0	CTSP_1         	H CTSP1        	   77.1420	107462.000	 36923.000	    1	
ft70_p3_f90_lL      	 3491	38407	    3	   69	  179	 102431.0	 102431.0	CTSP_1         	H CTSP1        	   76.6060	107462.000	 36923.000	    1	
ft70_p3_f90_lM      	 5237	38407	    3	   69	  179	 102384.0	 102384.0	CTSP_1         	H CTSP1        	   76.3830	107462.000	 36923.000	    1	
ft70_p5_f50_lH      	 4770	26236	    5	   69	  176	 112290.0	 112290.0	CTSP_1         	H CTSP1        	   76.6340	132616.000	 28536.000	    1	
ft70_p5_f50_lL      	 2385	26236	    5	   69	  176	 113717.0	 113717.0	CTSP_1         	H CTSP1        	   77.2700	       INF	       INF	    0	
ft70_p5_f50_lM      	 3577	26236	    5	   69	  176	 112957.0	 112957.0	CTSP_1         	H CTSP1        	   76.5210	140735.000	 29919.000	    1	
ft70_p5_f70_lH      	 6470	35586	    5	   69	  245	 149092.0	 149092.0	CTSP_1         	H CTSP1        	   76.3480	161573.000	 35202.000	    1	
ft70_p5_f70_lL      	 3235	35586	    5	   69	  245	 151410.0	 151410.0	CTSP_1         	H CTSP1        	   77.6480	       INF	       INF	    0	
ft70_p5_f70_lM      	 4852	35586	    5	   69	  245	 149692.0	 149692.0	CTSP_1         	H CTSP1        	   76.1830	161573.000	 35202.000	    1	
ft70_p5_f90_lH      	 7351	40433	    5	   69	  311	 176071.0	 176071.0	CTSP_1         	H CTSP1        	   77.0510	189138.000	 39622.000	    1	
ft70_p5_f90_lL      	 3675	40433	    5	   69	  311	 176552.0	 176552.0	CTSP_1         	H CTSP1        	   77.4990	200458.000	 41570.000	    1	
ft70_p5_f90_lM      	 5513	40433	    5	   69	  311	 176071.0	 176071.0	CTSP_1         	H CTSP1        	   76.7330	189138.000	 39622.000	    1	
ftv70_p3_f50_lH     	  320	 1761	    3	   70	  120	   4835.0	   4835.0	CTSP_1         	H CTSP1        	   75.6860	  6081.000	  2090.000	    1	
ftv70_p3_f50_lL     	  160	 1761	    3	   70	  120	   4911.0	   4911.0	CTSP_1         	H CTSP1        	   75.1130	  6081.000	  2090.000	    1	
ftv70_p3_f50_lM     	  240	 1761	    3	   70	  120	   4904.0	   4904.0	CTSP_1         	H CTSP1        	   75.5250	  6081.000	  2090.000	    1	
ftv70_p3_f70_lH     	  351	 1932	    3	   70	  161	   5302.0	   5302.0	CTSP_1         	H CTSP1        	   75.0060	  6528.000	  2230.000	    1	
ftv70_p3_f70_lL     	  175	 1932	    3	   70	  161	   5333.0	   5302.0	CTSP_1         	H CTSP1        	   74.7670	  6528.000	  2230.000	    1	
ftv70_p3_f70_lM     	  263	 1932	    3	   70	  161	   5302.0	   5302.0	CTSP_1         	H CTSP1        	   74.6370	  6528.000	  2230.000	    1	
ftv70_p3_f90_lH     	  390	 2145	    3	   70	  195	   5808.0	   5808.0	CTSP_1         	H CTSP1        	   74.2230	  6910.000	  2326.000	    1	
ftv70_p3_f90_lL     	  195	 2145	    3	   70	  195	   5808.0	   5808.0	CTSP_1         	H CTSP1        	   73.8910	  6910.000	  2326.000	    1	
ftv70_p3_f90_lM     	  292	 2145	    3	   70	  195	   5808.0	   5808.0	CTSP_1         	H CTSP1        	   75.3660	  6910.000	  2326.000	    1	
ftv70_p5_f50_lH     	  286	 1577	    5	   70	  175	   7353.0	   7072.0	CTSP_1         	H CTSP1        	   76.8450	  9513.000	  1973.000	    1	
