burma14_p3_f50_lH   	  617	 2817	    3	   13	   22	   7328.0	   7308.0	CTSP_1         	H CTSP1        	    0.3370	  7340.000	  2593.000	    1	
burma14_p3_f50_lL   	  308	 2817	    3	   13	   22	   7328.0	   7328.0	CTSP_1         	H CTSP1        	    0.3450	  7340.000	  2593.000	    1	
burma14_p3_f50_lM   	  463	 2817	    3	   13	   22	   7328.0	   7308.0	CTSP_1         	H CTSP1        	    0.3360	  7340.000	  2593.000	    1	
burma14_p3_f70_lH   	  621	 3418	    3	   13	   31	   8572.0	   8508.0	CTSP_1         	H CTSP1        	    0.3370	  8661.000	  3140.000	    1	
burma14_p3_f70_lL   	  310	 3418	    3	   13	   31	   8652.0	   8572.0	CTSP_1         	H CTSP1        	    0.3680	  8661.000	  3140.000	    1	
burma14_p3_f70_lM   	  466	 3418	    3	   13	   31	   8572.0	   8508.0	CTSP_1         	H CTSP1        	    0.3630	  8661.000	  3140.000	    1	
burma14_p3_f90_lH   	  653	 3554	    3	   13	   35	   9513.0	   9513.0	CTSP_1         	H CTSP1        	    0.3650	  9554.000	  3231.000	    1	
burma14_p3_f90_lL   	  326	 3554	    3	   13	   35	   9513.0	   9513.0	CTSP_1         	H CTSP1        	    0.3370	  9554.000	  3231.000	    1	
burma14_p3_f90_lM   	  490	 3554	    3	   13	   35	   9513.0	   9513.0	CTSP_1         	H CTSP1        	    0.3370	  9554.000	  3231.000	    1	
burma14_p5_f50_lH   	  617	 3395	    5	   13	   36	  12687.0	  12667.0	CTSP_1         	H CTSP1        	    0.3700	 12699.000	  3087.000	    1	
burma14_p5_f50_lL   	  308	 3395	    5	   13	   36	  12687.0	  12687.0	CTSP_1         	H CTSP1        	    0.3550	 12699.000	  3087.000	    1	
burma14_p5_f50_lM   	  463	 3395	    5	   13	   36	  12687.0	  12667.0	CTSP_1         	H CTSP1        	    0.3700	 12699.000	  3087.000	    1	
burma14_p5_f70_lH   	  621	 3418	    5	   13	   50	  14313.0	  14241.0	CTSP_1         	H CTSP1        	    0.3430	 14402.000	  3140.000	    1	
burma14_p5_f70_lL   	  310	 3418	    5	   13	   50	  14393.0	  14313.0	CTSP_1         	H CTSP1        	    0.3670	 14402.000	  3140.000	    1	
burma14_p5_f70_lM   	  466	 3418	    5	   13	   50	  14313.0	  14249.0	CTSP_1         	H CTSP1        	    0.3620	 14402.000	  3140.000	    1	
burma14_p5_f90_lH   	  653	 3593	    5	   13	   58	  16048.0	  16048.0	CTSP_1         	H CTSP1        	    0.3470	 16048.000	  3277.000	    1	
burma14_p5_f90_lL   	  326	 3593	    5	   13	   58	  16048.0	  16048.0	CTSP_1         	H CTSP1        	    0.3610	 16048.000	  3277.000	    1	
burma14_p5_f90_lM   	  490	 3593	    5	   13	   58	  16048.0	  16048.0	CTSP_1         	H CTSP1        	    0.3490	 16048.000	  3277.000	    1	
ulysses16_p3_f50_lH 	 1251	 6880	    3	   15	   26	  17303.0	  17303.0	CTSP_1         	H CTSP1        	    0.4900	 17373.000	  6255.000	    1	
ulysses16_p3_f50_lL 	  625	 6880	    3	   15	   26	  17303.0	  17303.0	CTSP_1         	H CTSP1        	    0.5090	       INF	       INF	    0	
ulysses16_p3_f50_lM 	  938	 6880	    3	   15	   26	  17303.0	  17303.0	CTSP_1         	H CTSP1        	    0.5080	 18236.000	  6523.000	    1	
ulysses16_p3_f70_lH 	 1330	 7241	    3	   15	   35	  19668.0	  19668.0	CTSP_1         	H CTSP1        	    0.5070	 19853.000	  6690.000	    1	
ulysses16_p3_f70_lL 	  665	 7241	    3	   15	   35	  19668.0	  19668.0	CTSP_1         	H CTSP1        	    0.4820	 19853.000	  6690.000	    1	
ulysses16_p3_f70_lM 	  997	 7241	    3	   15	   35	  19668.0	  19668.0	CTSP_1         	H CTSP1        	    0.4930	 19853.000	  6690.000	    1	
ulysses16_p3_f90_lH 	 1348	 7417	    3	   15	   39	  20212.0	  20212.0	CTSP_1         	H CTSP1        	    0.4830	 20257.000	  6824.000	    1	
ulysses16_p3_f90_lL 	  674	 7417	    3	   15	   39	  20212.0	  20212.0	CTSP_1         	H CTSP1        	    0.5090	 20257.000	  6824.000	    1	
ulysses16_p3_f90_lM 	 1011	 7417	    3	   15	   39	  20212.0	  20212.0	CTSP_1         	H CTSP1        	    0.4860	 20257.000	  6824.000	    1	
ulysses16_p5_f50_lH 	 1251	 6880	    5	   15	   40	  28783.0	  28783.0	CTSP_1         	H CTSP1        	    0.4910	 29169.000	  6255.000	    1	
ulysses16_p5_f50_lL 	  625	 6880	    5	   15	   40	  28816.0	  28783.0	CTSP_1         	H CTSP1        	    0.5370	       INF	       INF	    0	
ulysses16_p5_f50_lM 	  938	 6880	    5	   15	   40	  28816.0	  28783.0	CTSP_1         	H CTSP1        	    0.5380	       INF	       INF	    0	
ulysses16_p5_f70_lH 	 1330	 7316	    5	   15	   59	  32502.0	  32502.0	CTSP_1         	H CTSP1        	    0.5150	 32735.000	  6690.000	    1	
ulysses16_p5_f70_lL 	  665	 7316	    5	   15	   59	  32502.0	  32502.0	CTSP_1         	H CTSP1        	    0.5060	 32735.000	  6690.000	    1	
ulysses16_p5_f70_lM 	  997	 7316	    5	   15	   59	  32502.0	  32502.0	CTSP_1         	H CTSP1        	    0.4960	 32735.000	  6690.000	    1	
ulysses16_p5_f90_lH 	 1348	 7417	    5	   15	   66	  33408.0	  33408.0	CTSP_1         	H CTSP1        	    0.5150	 33557.000	  6820.000	    1	
ulysses16_p5_f90_lL 	  674	 7417	    5	   15	   66	  33408.0	  33408.0	CTSP_1         	H CTSP1        	    0.4990	 33557.000	  6820.000	    1	
ulysses16_p5_f90_lM 	 1011	 7417	    5	   15	   66	  33408.0	  33408.0	CTSP_1         	H CTSP1        	    0.4990	 33557.000	  6820.000	    1	
br17_p3_f50_lH      	    7	   42	    3	   16	   26	    117.0	    117.0	CTSP_1         	H CTSP1        	    0.4860	   117.000	    39.000	    1	
br17_p3_f50_lL      	    3	   42	    3	   16	   26	    117.0	    117.0	CTSP_1         	H CTSP1        	    0.4750	   117.000	    39.000	    1	
br17_p3_f50_lM      	    5	   42	    3	   16	   26	    117.0	    117.0	CTSP_1         	H CTSP1        	    0.4810	   117.000	    39.000	    1	
br17_p3_f70_lH      	    7	   42	    3	   16	   37	    117.0	    117.0	CTSP_1         	H CTSP1        	    0.4780	   117.000	    39.000	    1	
br17_p3_f70_lL      	    3	   42	    3	   16	   37	    117.0	    117.0	CTSP_1         	H CTSP1        	    0.4860	   117.000	    39.000	    1	
br17_p3_f70_lM      	    5	   42	    3	   16	   37	    117.0	    117.0	CTSP_1         	H CTSP1        	    0.5200	   117.000	    39.000	    1	
br17_p3_f90_lH      	    7	   42	    3	   16	   42	    117.0	    117.0	CTSP_1         	H CTSP1        	    0.4910	   117.000	    39.000	    1	
br17_p3_f90_lL      	    3	   42	    3	   16	   42	    117.0	    117.0	CTSP_1         	H CTSP1        	    0.4880	   117.000	    39.000	    1	
br17_p3_f90_lM      	    5	   42	    3	   16	   42	    117.0	    117.0	CTSP_1         	H CTSP1        	    0.5010	   117.000	    39.000	    1	
br17_p5_f50_lH      	    7	   42	    5	   16	   44	    195.0	    195.0	CTSP_1         	H CTSP1        	    0.5140	   195.000	    39.000	    1	
br17_p5_f50_lL      	    3	   42	    5	   16	   44	    195.0	    195.0	CTSP_1         	H CTSP1        	    0.4930	   195.000	    39.000	    1	
br17_p5_f50_lM      	    5	   42	    5	   16	   44	    195.0	    195.0	CTSP_1         	H CTSP1        	    0.4780	   195.000	    39.000	    1	
br17_p5_f70_lH      	    7	   42	    5	   16	   61	    190.0	    190.0	CTSP_1         	H CTSP1        	    0.4990	   190.000	    39.000	    1	
br17_p5_f70_lL      	    3	   42	    5	   16	   61	    190.0	    190.0	CTSP_1         	H CTSP1        	    0.5220	   190.000	    39.000	    1	
br17_p5_f70_lM      	    5	   42	    5	   16	   61	    190.0	    190.0	CTSP_1         	H CTSP1        	    0.4960	   190.000	    39.000	    1	
br17_p5_f90_lH      	    7	   42	    5	   16	   71	    195.0	    195.0	CTSP_1         	H CTSP1        	    0.5150	   195.000	    39.000	    1	
br17_p5_f90_lL      	    3	   42	    5	   16	   71	    195.0	    195.0	CTSP_1         	H CTSP1        	    0.4850	   195.000	    39.000	    1	
br17_p5_f90_lM      	    5	   42	    5	   16	   71	    195.0	    195.0	CTSP_1         	H CTSP1        	    0.4820	   195.000	    39.000	    1	
