ftv64_p3_f50_lH     	  309	 1699	    3	   64	  109	   4501.0	   4490.0	CTSP_1         	H CTSP1        	   38.6500	  5600.000	  2016.000	    1	
ftv64_p3_f50_lL     	  154	 1699	    3	   64	  109	   4511.0	   4511.0	CTSP_1         	H CTSP1        	   38.3750	  5949.000	  2024.000	    1	
ftv64_p3_f50_lM     	  231	 1699	    3	   64	  109	   4501.0	   4490.0	CTSP_1         	H CTSP1        	   38.4770	  5949.000	  2024.000	    1	
ftv64_p3_f70_lH     	  350	 1925	    3	   64	  135	   4968.0	   4968.0	CTSP_1         	H CTSP1        	   39.2810	  6069.000	  2114.000	    1	
ftv64_p3_f70_lL     	  175	 1925	    3	   64	  135	   4988.0	   4988.0	CTSP_1         	H CTSP1        	   39.0070	  6165.000	  2150.000	    1	
ftv64_p3_f70_lM     	  262	 1925	    3	   64	  135	   4977.0	   4971.0	CTSP_1         	H CTSP1        	   39.4520	  6069.000	  2114.000	    1	
ftv64_p3_f90_lH     	  363	 1996	    3	   64	  179	   5375.0	   5375.0	CTSP_1         	H CTSP1        	   39.2430	  6566.000	  2253.000	    1	
ftv64_p3_f90_lL     	  181	 1996	    3	   64	  179	   5394.0	   5375.0	CTSP_1         	H CTSP1        	   39.1360	  6566.000	  2253.000	    1	
ftv64_p3_f90_lM     	  272	 1996	    3	   64	  179	   5375.0	   5375.0	CTSP_1         	H CTSP1        	   39.1300	  6566.000	  2253.000	    1	
ftv64_p5_f50_lH     	  313	 1723	    5	   64	  174	   7588.0	   7436.0	CTSP_1         	H CTSP1        	   39.2570	  9187.000	  2024.000	    1	
ftv64_p5_f50_lL     	  156	 1723	    5	   64	  174	   7651.0	   7436.0	CTSP_1         	H CTSP1        	   39.0260	       INF	       INF	    0	
ftv64_p5_f50_lM     	  235	 1723	    5	   64	  174	   7588.0	   7436.0	CTSP_1         	H CTSP1        	   38.7960	  9190.000	  2008.000	    1	
ftv64_p5_f70_lH     	  338	 1860	    5	   64	  240	   8408.0	   8408.0	CTSP_1         	H CTSP1        	   38.4130	 10252.000	  2122.000	    1	
ftv64_p5_f70_lL     	  169	 1860	    5	   64	  240	   8417.0	   8417.0	CTSP_1         	H CTSP1        	   38.4780	 10252.000	  2122.000	    1	
ftv64_p5_f70_lM     	  253	 1860	    5	   64	  240	   8411.0	   8411.0	CTSP_1         	H CTSP1        	   39.0170	 10252.000	  2122.000	    1	
ftv64_p5_f90_lH     	  367	 2022	    5	   64	  300	   8956.0	   8936.0	CTSP_1         	H CTSP1        	   39.3030	 11045.000	  2253.000	    1	
ftv64_p5_f90_lL     	  183	 2022	    5	   64	  300	   8956.0	   8936.0	CTSP_1         	H CTSP1        	   38.7810	 11045.000	  2253.000	    1	
ftv64_p5_f90_lM     	  275	 2022	    5	   64	  300	   8956.0	   8936.0	CTSP_1         	H CTSP1        	   39.1280	 11045.000	  2253.000	    1	
ft70_p3_f50_lH      	 4736	26050	    3	   69	  113	  69405.0	  69274.0	CTSP_1         	H CTSP1        	   49.7500	 81709.000	 28102.000	    1	
ft70_p3_f50_lL      	 2368	26050	    3	   69	  113	  70695.0	  70695.0	CTSP_1         	H CTSP1        	   49.8650	 82170.000	 28089.000	    1	
ft70_p3_f50_lM      	 3552	26050	    3	   69	  113	  70271.0	  70271.0	CTSP_1         	H CTSP1        	   49.7430	 81709.000	 28102.000	    1	
ft70_p3_f70_lH      	 6144	33796	    3	   69	  152	  92383.0	  92383.0	CTSP_1         	H CTSP1        	   49.5690	103818.000	 35929.000	    1	
ft70_p3_f70_lL      	 3072	33796	    3	   69	  152	  94085.0	  92383.0	CTSP_1         	H CTSP1        	   49.7910	103826.000	 35720.000	    1	
ft70_p3_f70_lM      	 4608	33796	    3	   69	  152	  92383.0	  92383.0	CTSP_1         	H CTSP1        	   49.7850	103818.000	 35929.000	    1	
ft70_p3_f90_lH      	 6983	38407	    3	   69	  179	 102314.0	 102314.0	CTSP_1         	H CTSP1        	   49.7810	112130.000	 38795.000	    1	
ft70_p3_f90_lL      	 3491	38407	    3	   69	  179	 102431.0	 102431.0	CTSP_1         	H CTSP1        	   49.7290	112130.000	 38795.000	    1	
ft70_p3_f90_lM      	 5237	38407	    3	   69	  179	 102384.0	 102384.0	CTSP_1         	H CTSP1        	   49.8070	112130.000	 38795.000	    1	
ft70_p5_f50_lH      	 4770	26236	    5	   69	  176	 112290.0	 112290.0	CTSP_1         	H CTSP1        	   49.6590	135367.000	 29638.000	    1	
ft70_p5_f50_lL      	 2385	26236	    5	   69	  176	 113717.0	 113717.0	CTSP_1         	H CTSP1        	   49.8360	       INF	       INF	    0	
ft70_p5_f50_lM      	 3577	26236	    5	   69	  176	 112957.0	 112957.0	CTSP_1         	H CTSP1        	   49.8500	140735.000	 29919.000	    1	
ft70_p5_f70_lH      	 6470	35586	    5	   69	  245	 149092.0	 149092.0	CTSP_1         	H CTSP1        	   49.7590	168438.000	 35933.000	    1	
ft70_p5_f70_lL      	 3235	35586	    5	   69	  245	 151410.0	 151410.0	CTSP_1         	H CTSP1        	   50.0350	       INF	       INF	    0	
