- Starting heuristic -
---- Iteration:       0 INFEAS
---- Iteration:     500 INFEAS
---- Iteration:    1000 INFEAS
TSP  Iteration:    1381   6643
---- Iteration:    1500   6643
---- Iteration:    2000   6643
---- Iteration:    2500   6643
---- Iteration:    3000   6643
---- Iteration:    3500   6643
---- Iteration:    4000   6643
---- Iteration:    4500   6643
---- Iteration:       0   6643
---- Iteration:     500   6643
---- Iteration:    1000   6643
---- Iteration:    1500   6643
---- Iteration:    2000   6643
---- Iteration:    2500   6643
---- Iteration:    3000   6643
---- Iteration:    3500   6643
---- Iteration:    4000   6643
---- Iteration:    4500   6643
Feasible solution found

