- Starting heuristic -
TSP  Iteration:       0   9789
---- Iteration:       0   9789
TSP  Iteration:       2   9699
TSP  Iteration:       4   9162
TSP  Iteration:      11   8844
TSP  Iteration:      51   8524
TSP  Iteration:     213   8404
TSP  Iteration:     297   8188
---- Iteration:     500   8188
---- Iteration:    1000   8188
TSP  Iteration:    1381   8104
TSP  Iteration:    1411   8052
---- Iteration:    1500   8052
TSP  Iteration:    1501   8042
TSP  Iteration:    1513   8022
TSP  Iteration:    1815   7988
---- Iteration:    2000   7988
---- Iteration:    2500   7988
---- Iteration:    3000   7988
---- Iteration:    3500   7988
---- Iteration:    4000   7988
---- Iteration:    4500   7988
---- Iteration:       0   7988
TSP  Iteration:      52   7916
TSP  Iteration:      57   7854
TSP  Iteration:      94   7852
TSP  Iteration:     101   7848
TSP  Iteration:     144   7753
---- Iteration:     500   7753
---- Iteration:    1000   7753
---- Iteration:    1500   7753
---- Iteration:    2000   7753
---- Iteration:    2500   7753
---- Iteration:    3000   7753
---- Iteration:    3500   7753
---- Iteration:    4000   7753
---- Iteration:    4500   7753
Feasible solution found

