- Starting heuristic -
TSP  Iteration:       0   5236
---- Iteration:       0   5236
TSP  Iteration:       2   5146
TSP  Iteration:       4   5137
TSP  Iteration:      11   5011
TSP  Iteration:      51   4852
TSP  Iteration:     188   4843
TSP  Iteration:     213   4762
TSP  Iteration:     297   4600
---- Iteration:     500   4600
---- Iteration:    1000   4600
---- Iteration:    1500   4600
---- Iteration:    2000   4600
---- Iteration:    2500   4600
---- Iteration:    3000   4600
---- Iteration:    3500   4600
---- Iteration:    4000   4600
---- Iteration:    4500   4600
TSP  Iteration:       0   4132
---- Iteration:       0   4132
TSP  Iteration:      94   4055
---- Iteration:     500   4055
---- Iteration:    1000   4055
---- Iteration:    1500   4055
---- Iteration:    2000   4055
---- Iteration:    2500   4055
---- Iteration:    3000   4055
---- Iteration:    3500   4055
---- Iteration:    4000   4055
---- Iteration:    4500   4055
Feasible solution found

