- Starting heuristic -
TSP  Iteration:       0   6019
---- Iteration:       0   6019
TSP  Iteration:       2   5910
TSP  Iteration:      11   5282
TSP  Iteration:      51   5115
TSP  Iteration:     188   5109
TSP  Iteration:     213   5023
TSP  Iteration:     297   4947
---- Iteration:     500   4947
---- Iteration:    1000   4947
TSP  Iteration:    1381   4881
TSP  Iteration:    1411   4853
---- Iteration:    1500   4853
TSP  Iteration:    1501   4847
TSP  Iteration:    1513   4835
TSP  Iteration:    1815   4805
---- Iteration:    2000   4805
---- Iteration:    2500   4805
---- Iteration:    3000   4805
---- Iteration:    3500   4805
---- Iteration:    4000   4805
---- Iteration:    4500   4805
---- Iteration:       0   4805
TSP  Iteration:      57   4769
TSP  Iteration:      94   4766
TSP  Iteration:     101   4760
TSP  Iteration:     144   4682
TSP  Iteration:     165   4670
---- Iteration:     500   4670
---- Iteration:    1000   4670
---- Iteration:    1500   4670
---- Iteration:    2000   4670
---- Iteration:    2500   4670
---- Iteration:    3000   4670
---- Iteration:    3500   4670
---- Iteration:    4000   4670
---- Iteration:    4500   4670
Feasible solution found

