- Starting heuristic -
TSP  Iteration:       0   8628
---- Iteration:       0   8628
TSP  Iteration:       4   8341
TSP  Iteration:      11   8172
TSP  Iteration:      51   7967
TSP  Iteration:     213   7899
TSP  Iteration:     297   7631
---- Iteration:     500   7631
---- Iteration:    1000   7631
TSP  Iteration:    1381   7512
TSP  Iteration:    1411   7505
---- Iteration:    1500   7505
TSP  Iteration:    1501   7495
TSP  Iteration:    1513   7475
TSP  Iteration:    1815   7465
---- Iteration:    2000   7465
---- Iteration:    2500   7465
---- Iteration:    3000   7465
---- Iteration:    3500   7465
---- Iteration:    4000   7465
---- Iteration:    4500   7465
TSP  Iteration:       0   7038
---- Iteration:       0   7038
TSP  Iteration:      34   7032
TSP  Iteration:      94   6854
---- Iteration:     500   6854
---- Iteration:    1000   6854
---- Iteration:    1500   6854
---- Iteration:    2000   6854
---- Iteration:    2500   6854
---- Iteration:    3000   6854
---- Iteration:    3500   6854
---- Iteration:    4000   6854
---- Iteration:    4500   6854
Feasible solution found

