- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:       4   7021
TSP  Iteration:      11   6997
---- Iteration:     500   6997
---- Iteration:    1000   6997
TSP  Iteration:    1381   6643
---- Iteration:    1500   6643
---- Iteration:    2000   6643
---- Iteration:    2500   6643
---- Iteration:    3000   6643
---- Iteration:    3500   6643
---- Iteration:    4000   6643
---- Iteration:    4500   6643
---- Iteration:       0   6643
TSP  Iteration:      57   6523
TSP  Iteration:     101   6505
---- Iteration:     500   6505
---- Iteration:    1000   6505
---- Iteration:    1500   6505
---- Iteration:    2000   6505
---- Iteration:    2500   6505
---- Iteration:    3000   6505
---- Iteration:    3500   6505
---- Iteration:    4000   6505
---- Iteration:    4500   6505
Feasible solution found

