- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:       4   7021
TSP  Iteration:      11   6997
---- Iteration:     500   6997
---- Iteration:    1000   6997
TSP  Iteration:    1381   6643
---- Iteration:    1500   6643
TSP  Iteration:    1501   6411
TSP  Iteration:    1513   6407
TSP  Iteration:    1815   6405
---- Iteration:    2000   6405
---- Iteration:    2500   6405
---- Iteration:    3000   6405
---- Iteration:    3500   6405
---- Iteration:    4000   6405
---- Iteration:    4500   6405
---- Iteration:       0   6405
TSP  Iteration:     144   6222
---- Iteration:     500   6222
---- Iteration:    1000   6222
---- Iteration:    1500   6222
---- Iteration:    2000   6222
---- Iteration:    2500   6222
---- Iteration:    3000   6222
---- Iteration:    3500   6222
---- Iteration:    4000   6222
---- Iteration:    4500   6222
Feasible solution found

