- Starting heuristic -
TSP  Iteration:       0   6513
---- Iteration:       0   6513
TSP  Iteration:      23   6416
TSP  Iteration:      32   6401
TSP  Iteration:      81   6278
TSP  Iteration:     159   6197
TSP  Iteration:     212   6165
TSP  Iteration:     215   6069
---- Iteration:     500   6069
TSP  Iteration:     876   6065
---- Iteration:    1000   6065
TSP  Iteration:    1435   6064
---- Iteration:    1500   6064
TSP  Iteration:    1628   6057
---- Iteration:    2000   6057
---- Iteration:    2500   6057
---- Iteration:    3000   6057
---- Iteration:    3500   6057
---- Iteration:    4000   6057
---- Iteration:    4500   6057
---- Iteration:       0   6057
---- Iteration:     500   6057
---- Iteration:    1000   6057
---- Iteration:    1500   6057
---- Iteration:    2000   6057
---- Iteration:    2500   6057
---- Iteration:    3000   6057
---- Iteration:    3500   6057
---- Iteration:    4000   6057
---- Iteration:    4500   6057
Feasible solution found

