- Starting heuristic -
TSP  Iteration:       0   9964
---- Iteration:       0   9964
TSP  Iteration:      23   9928
TSP  Iteration:      81   9563
TSP  Iteration:     159   9206
TSP  Iteration:     212   9190
---- Iteration:     500   9190
TSP  Iteration:     582   9187
---- Iteration:    1000   9187
---- Iteration:    1500   9187
---- Iteration:    2000   9187
---- Iteration:    2500   9187
---- Iteration:    3000   9187
---- Iteration:    3500   9187
---- Iteration:    4000   9187
---- Iteration:    4500   9187
---- Iteration:       0   9187
---- Iteration:     500   9187
---- Iteration:    1000   9187
---- Iteration:    1500   9187
---- Iteration:    2000   9187
---- Iteration:    2500   9187
---- Iteration:    3000   9187
---- Iteration:    3500   9187
---- Iteration:    4000   9187
---- Iteration:    4500   9187
Feasible solution found

