- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:      23   6416
TSP  Iteration:      32   6401
TSP  Iteration:      81   6278
TSP  Iteration:     159   6197
TSP  Iteration:     212   6165
---- Iteration:     500   6165
---- Iteration:    1000   6165
---- Iteration:    1500   6165
---- Iteration:    2000   6165
---- Iteration:    2500   6165
---- Iteration:    3000   6165
---- Iteration:    3500   6165
---- Iteration:    4000   6165
---- Iteration:    4500   6165
---- Iteration:       0   6165
---- Iteration:     500   6165
---- Iteration:    1000   6165
---- Iteration:    1500   6165
---- Iteration:    2000   6165
---- Iteration:    2500   6165
---- Iteration:    3000   6165
---- Iteration:    3500   6165
---- Iteration:    4000   6165
---- Iteration:    4500   6165
Feasible solution found

