- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:     159  10454
TSP  Iteration:     212  10422
TSP  Iteration:     215  10268
TSP  Iteration:     221  10256
---- Iteration:     500  10256
TSP  Iteration:     582  10252
TSP  Iteration:     850  10249
TSP  Iteration:     876  10095
---- Iteration:    1000  10095
---- Iteration:    1500  10095
---- Iteration:    2000  10095
---- Iteration:    2500  10095
---- Iteration:    3000  10095
---- Iteration:    3500  10095
---- Iteration:    4000  10095
---- Iteration:    4500  10095
---- Iteration:       0  10095
---- Iteration:     500  10095
---- Iteration:    1000  10095
---- Iteration:    1500  10095
---- Iteration:    2000  10095
---- Iteration:    2500  10095
---- Iteration:    3000  10095
---- Iteration:    3500  10095
---- Iteration:    4000  10095
---- Iteration:    4500  10095
Feasible solution found

