- Starting heuristic -
TSP  Iteration:       0   5864
---- Iteration:       0   5864
TSP  Iteration:     159   5620
TSP  Iteration:     212   5600
---- Iteration:     500   5600
---- Iteration:    1000   5600
TSP  Iteration:    1435   5582
---- Iteration:    1500   5582
TSP  Iteration:    1628   5540
---- Iteration:    2000   5540
---- Iteration:    2500   5540
---- Iteration:    3000   5540
---- Iteration:    3500   5540
---- Iteration:    4000   5540
---- Iteration:    4500   5540
---- Iteration:       0   5540
---- Iteration:     500   5540
---- Iteration:    1000   5540
---- Iteration:    1500   5540
---- Iteration:    2000   5540
---- Iteration:    2500   5540
---- Iteration:    3000   5540
---- Iteration:    3500   5540
---- Iteration:    4000   5540
---- Iteration:    4500   5540
Feasible solution found

