- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:      23   9928
TSP  Iteration:     159   9206
TSP  Iteration:     212   9190
---- Iteration:     500   9190
---- Iteration:    1000   9190
---- Iteration:    1500   9190
---- Iteration:    2000   9190
---- Iteration:    2500   9190
---- Iteration:    3000   9190
---- Iteration:    3500   9190
---- Iteration:    4000   9190
---- Iteration:    4500   9190
---- Iteration:       0   9190
---- Iteration:     500   9190
---- Iteration:    1000   9190
---- Iteration:    1500   9190
---- Iteration:    2000   9190
---- Iteration:    2500   9190
---- Iteration:    3000   9190
---- Iteration:    3500   9190
---- Iteration:    4000   9190
---- Iteration:    4500   9190
Feasible solution found

